kind,model,run,case_label,total,correct,wrong,accuracy_pct,wrong_pct,runs_count,avg_accuracy_pct,min_accuracy_pct,max_accuracy_pct,accuracy_spread_pct,best_run,best_run_accuracy_pct,worst_run,worst_run_accuracy_pct
RUN_CASE,,run-2,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-2,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-2,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-2,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-2,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-2,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-2,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-2,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-2,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-3,full_text + full_diagram,90,21,69,23.333,76.667,,,,,,,,,
RUN_CASE,,run-3,half_text + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-3,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-3,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-3,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-3,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-3,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-3,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-3,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-3,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-3,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-3,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-3,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-3,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-3,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-3,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-3,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-3,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-3,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-3,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,full_text + full_diagram,810,257,553,31.728,68.272,,,,,,,,,
CASE_ALL_RUNS,,,half_text + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
