run_folder,case_label,problem_index,ground_truth,predicted,correct,status
run-2-llama,noisy_half_text[numeric] + half_diagram,132,10.2m,2,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,133,120m,80.0_m,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,149,\frac{20}{3},10.0_units,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,150,\frac{40}{7}m,7/3,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,151,5.1,1.7_units,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,152,4m,3.5,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[numeric] + half_diagram,153,1.5m,1.8 units,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,157,\frac{3}{5},4/5,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,165,\frac{√{3}}{2},1/2,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,198,60,0,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,207,157.1,0,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[numeric] + half_diagram,210,15,16 units,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,211,38,38°,1,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,223,\sqrt{7},√7,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[numeric] + half_diagram,239,8,4 units,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,243,1591,Cannot be determined.,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,257,15,16 units,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,264,60,20x,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,281,0.38,0.92,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[numeric] + half_diagram,327,11.8,10.7,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,348,285,198,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,364,74.85,65.90,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,365,23.9,10369.0,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[numeric] + half_diagram,420,8,10 cm,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,432,8.246,10,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[numeric] + half_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,The equation of the hyperbola is ((x + 3)^2 - 25) / 25 - (y + 3)^2 / 25 = 1,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[numeric] + half_diagram,441,$\frac{4}{5}$,3/5,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,447,$\frac{20}{29}$,Unknown,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,449,$\frac{1}{x}$,Cannot be determined,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,x^2 + y^2 = 16,0,OK
run-2-llama,noisy_half_text[numeric] + half_diagram,472,"(0,0)","7, 0",0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,1,140°,60_deg,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[punctuation] + half_diagram,2,65°,50 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,3,55°,70 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,4,27°,36_deg,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,7,45°,35 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,8,3cm,12.0_units,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[punctuation] + half_diagram,9,6cm,12.0 units,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[punctuation] + half_diagram,10,72°,36 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,11,84°,36_deg,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,14,55°,35 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,16,25°,50 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,17,65°,42_deg,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,20,20°,140 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,22,62°,28 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,25,65°,50 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,26,12,22.0_units,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,29,115°,50 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,30,60°,30 degrees,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[punctuation] + half_diagram,32,76°,52 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,34,80°,100 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,36,20°,50 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,37,25°,50 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,38,40°,Cannot be determined.,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,40,50°,130,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[punctuation] + half_diagram,43,40°,30_deg,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,44,9m,30 units,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,45,70°,35 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,46,110°,70_deg,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,48,130°,50 degrees,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[punctuation] + half_diagram,49,100°,115 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,50,140°,50 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,53,55°,c,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,55,55°,2,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,56,40°,20 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,57,20°,20 degrees,1,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,58,55°,90.0_deg,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,59,50°,80 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,60,45°,135_deg,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,64,40cm,200,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,72,8cm,8,1,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[punctuation] + half_diagram,73,140°,70 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,78,125°,90,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,79,16cm,32,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,81,25°,90,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,84,√{3},1 units,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,86,2√{3},2,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,88,128°,22_deg,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,95,30°,90 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,99,64°,26 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,108,8m,8.0 units,1,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,109,40°,130,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,112,2.4,2.4,1,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[punctuation] + half_diagram,114,\frac{1}{2}cm^{2},0.5,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,115,4πcm,120.0,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,117,2√{2}cm,3,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,119,240cm^{2},Unknown,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,120,9πcm^{2},9π,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[punctuation] + half_diagram,123,15π,6 units,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,128,4cm,12,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[punctuation] + half_diagram,132,10.2m,2.2 units,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,133,120m,80.0_m,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,149,\frac{20}{3},11.66,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[punctuation] + half_diagram,150,\frac{40}{7}m,7/3,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,151,5.1,1.7 units,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,152,4m,2.1,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,153,1.5m,2.0,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,157,\frac{3}{5},4/5,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,165,\frac{√{3}}{2},1/2,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,198,60,60,1,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[punctuation] + half_diagram,207,157.1,62.8,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,210,15,12 units,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,211,38,90 degrees,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,223,\sqrt{7},5,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[punctuation] + half_diagram,239,8,4 units,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,243,1591,The distance from Phoenix to Atlanta is unknown.,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,257,15,12 units,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,264,60,20x,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,281,0.38,0.92,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,327,11.8,10.7,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,348,285,198,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,364,74.85,35.5,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,365,23.9,24.4,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[punctuation] + half_diagram,420,8,10 cm,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,432,8.246,4 * sqrt(5),0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[punctuation] + half_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,The equation of the hyperbola is not explicitly provided in the given triples.,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,441,$\frac{4}{5}$,4/5,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,447,$\frac{20}{29}$,20/29,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,449,$\frac{1}{x}$,1,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,(x-1)^2 + (y-3)^2 = 25,0,OK
run-2-llama,noisy_half_text[punctuation] + half_diagram,472,"(0,0)",center,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,1,140°,80 degrees,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,2,65°,50_deg,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,3,55°,70 degrees,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[sentence] + half_diagram,4,27°,36_deg,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,7,45°,30,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,8,3cm,5.0_units,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,9,6cm,12.0 units,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[sentence] + half_diagram,10,72°,36 degrees,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,11,84°,36 degrees,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,14,55°,35 degrees,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,16,25°,50 degrees,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,17,65°,42_deg,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,20,20°,140,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,22,62°,28 degrees,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,25,65°,50 degrees,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,26,12,3.2_m,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,29,115°,90_deg,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,30,60°,30_deg,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,32,76°,52,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,34,80°,100 degrees,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,36,20°,50 degrees,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,37,25°,50 degrees,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,38,40°,Cannot be determined,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,40,50°,50_deg,1,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,43,40°,30_deg,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,44,9m,30,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,45,70°,35 degrees,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,46,110°,70,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,48,130°,30,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,49,100°,unknown,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,50,140°,50_deg,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,53,55°,P,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,55,55°,3,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,56,40°,110,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[sentence] + half_diagram,57,20°,20 degrees,1,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,58,55°,90.0_deg,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,59,50°,80 degrees,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,60,45°,135°,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,64,40cm,100,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,72,8cm,16,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,73,140°,70 degrees,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,78,125°,90,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,79,16cm,32,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,81,25°,90_deg,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,84,√{3},BC,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,86,2√{3},2,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,88,128°,22 degrees,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,95,30°,90_deg,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,99,64°,26,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[sentence] + half_diagram,108,8m,8.0_units,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,109,40°,130 degrees,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,112,2.4,2.5,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,114,\frac{1}{2}cm^{2},0.25π,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[sentence] + half_diagram,115,4πcm,12π,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,117,2√{2}cm,3 units,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,119,240cm^{2},Cannot be determined.,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,120,9πcm^{2},5.0,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,123,15π,15π,1,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[sentence] + half_diagram,128,4cm,6,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,132,10.2m,3.2 units,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,133,120m,80.0_m,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,149,\frac{20}{3},10.0_units,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,150,\frac{40}{7}m,7/3,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,151,5.1,20 units,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,152,4m,2.1 units,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[sentence] + half_diagram,153,1.5m,1.2,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,157,\frac{3}{5},4/5,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,165,\frac{√{3}}{2},0.5,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,198,60,30 square units,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,207,157.1,628.3,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[sentence] + half_diagram,210,15,17,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[sentence] + half_diagram,211,38,38°,1,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,223,\sqrt{7},√43,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[sentence] + half_diagram,239,8,4 units,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,243,1591,1044 miles,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[sentence] + half_diagram,257,15,16,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,264,60,20x,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,281,0.38,0.38,1,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[sentence] + half_diagram,327,11.8,d = 10.7,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,348,285,198,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,364,74.85,65.9,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,365,23.9,90.0,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,420,8,10,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,432,8.246,0,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,Cannot be determined from the given triples.,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,441,$\frac{4}{5}$,4/5,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[sentence] + half_diagram,447,$\frac{20}{29}$,20/29,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,449,$\frac{1}{x}$,Cannot be determined,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,The equation of the circle is (x-1)^2 + (y-3)^2 = 0,0,OK
run-2-llama,noisy_half_text[sentence] + half_diagram,472,"(0,0)","7, 0",0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,1,140°,60,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,2,65°,50_deg,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,3,55°,70 degrees,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,4,27°,36 degrees,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,7,45°,30,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,8,3cm,7.0,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,9,6cm,6 + 3√2,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[typo] + half_diagram,10,72°,90_deg,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,11,84°,36 degrees,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,14,55°,35 degrees,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,16,25°,50 degrees,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,17,65°,42_deg,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,20,20°,140,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[typo] + half_diagram,22,62°,28 degrees,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,25,65°,50,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,26,12,22.0 units,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,29,115°,90 degrees,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,30,60°,30_deg,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,32,76°,52 degrees,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,34,80°,100 degrees,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,36,20°,The measure of BAC is not provided in the given triples.,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,37,25°,50_deg,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,38,40°,Cannot be determined.,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,40,50°,50 degrees,1,OK
run-2-llama,noisy_half_text[typo] + half_diagram,43,40°,30_deg,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,44,9m,30 units,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,45,70°,35 degrees,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,46,110°,70 degrees,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,48,130°,100 degrees,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,49,100°,115 degrees,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,50,140°,50,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,53,55°,c,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,55,55°,2,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[typo] + half_diagram,56,40°,40,1,OK
run-2-llama,noisy_half_text[typo] + half_diagram,57,20°,20 degrees,1,OK
run-2-llama,noisy_half_text[typo] + half_diagram,58,55°,90,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,59,50°,80 degrees,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,60,45°,135_deg,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,64,40cm,200,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,72,8cm,16,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[typo] + half_diagram,73,140°,70,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,78,125°,90,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,79,16cm,32,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,81,25°,50,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,84,√{3},BC,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,86,2√{3},BC,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,88,128°,42 degrees,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,95,30°,90_deg,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,99,64°,26_deg,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,108,8m,8.0 units,1,OK
run-2-llama,noisy_half_text[typo] + half_diagram,109,40°,130_deg,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,112,2.4,0.7,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,114,\frac{1}{2}cm^{2},0.785,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[typo] + half_diagram,115,4πcm,4pi + 12,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[typo] + half_diagram,117,2√{2}cm,"The height of the cone is not explicitly stated in the provided triples, but the radius of the cone base is 3 units and the central angle is 120 degrees, which implies the cone is formed by rolling a sector into a cone.",0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,119,240cm^{2},Unknown,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,120,9πcm^{2},9pi,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[typo] + half_diagram,123,15π,15π,1,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[typo] + half_diagram,128,4cm,12,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[typo] + half_diagram,132,10.2m,1.8,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[typo] + half_diagram,133,120m,60.0_m,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,149,\frac{20}{3},10.0_units,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,150,\frac{40}{7}m,7/3,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,151,5.1,Unknown,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,152,4m,2.1,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[typo] + half_diagram,153,1.5m,1.8 units,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,157,\frac{3}{5},0.8,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[typo] + half_diagram,165,\frac{√{3}}{2},1/2,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,198,60,0,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,207,157.1,0,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[typo] + half_diagram,210,15,12 units,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,211,38,83_deg,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,223,\sqrt{7},x,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,239,8,4_units,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,243,1591,1037 miles,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[typo] + half_diagram,257,15,12,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,264,60,10x,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,281,0.38,0.91,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,327,11.8,10.7,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,348,285,198,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,364,74.85,65.9 m,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,365,23.9,90.0,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,420,8,Cannot be determined,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,432,8.246,10,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[typo] + half_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,The equation of the hyperbola is (x-2)^2 - (y-0)^2 = 64,0,OK_AFTER_JSON_REPAIR
run-2-llama,noisy_half_text[typo] + half_diagram,441,$\frac{4}{5}$,3/5,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,447,$\frac{20}{29}$,20/29,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,449,$\frac{1}{x}$,1,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,The equation of the circle is not explicitly defined by the provided triples.,0,OK
run-2-llama,noisy_half_text[typo] + half_diagram,472,"(0,0)",C,0,OK
run-2-llama,noisy_text[numeric] + full_diagram,1,140°,60 degrees,0,OK
run-2-llama,noisy_text[numeric] + full_diagram,2,65°,50 degrees,0,OK
run-2-llama,noisy_text[numeric] + full_diagram,3,55°,70,0,OK
run-2-llama,noisy_text[numeric] + full_diagram,4,27°,36 degrees,0,OK
